dataset.id,melody.id,note.id,melody.name,distance,canseekey,canseedoor,agentbehindleft,agentbehindright,agentinfrontright,agentinfrontleft,agentleft,agentright,agentbehind,agentinfront,doorquad,keyquad,agentquad,agenty,agentx,orientation,action,vertint12,articulation,comma,voice,ornament,dyn,phrase,bioi,deltast,accidental,mpitch,cpitch,barlength,pulses,tempo,mode,keysig,dur,onset,action.order.ltm.action,action.order.stm.action,action.weight.ltm,action.weight.stm,action.weight.ltm.action,action.weight.stm.action,action.probability,action.information.content,action.entropy,action.0,action.1,action.2,action.3,action.4,action.5,probability,information.content,entropy,information.gain,
33,1,11,"m0",2,0,0,2,1,1,2,2,1,2,1,4,0,1,1,3,3,4,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,240,9,1,0.874067,0.12593305,1.0,1.0,0.10260483,3.2848294,1.5128987,0.019318,0.6920549,0.10878431,0.05649296,0.10260483,0.020744996,0.10260483,3.2848294,1.5128987,0.18409601,
33,1,12,"m0",5,0,1,2,2,1,1,1,1,2,1,4,0,1,1,3,0,3,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,264,9,0,0.99159133,0.008408611,1.0,1.0,0.6882857,0.5389205,1.3003646,0.012640711,0.22783017,0.046018787,0.6882857,0.012640711,0.012583914,0.6882857,0.5389205,1.3003646,1.3773168,
33,1,13,"m0",4,0,1,1,1,1,1,1,1,1,1,4,0,1,2,3,0,1,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,288,10,1,0.9871255,0.012874414,1.0,1.0,0.7484094,0.41810045,1.0113126,2.728957e-4,0.7484094,0.0037163952,0.21506962,0.008918119,0.023613524,0.7484094,0.41810045,1.0113126,0.99609995,
33,1,14,"m0",3,0,1,1,1,1,1,1,1,1,1,4,0,1,3,3,0,1,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,312,11,1,0.9925689,0.007430998,0.99999994,1.0,0.6475898,0.6268478,1.1561561,3.885501e-4,0.6475898,0.005216889,0.31616113,0.009142189,0.021501405,0.6475898,0.6268478,1.1561561,0.037596107,
33,1,15,"m0",2,0,1,1,1,1,1,1,1,1,1,4,0,3,4,3,0,1,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,336,11,1,0.9930537,0.0069463304,0.99999994,1.0,0.72255063,0.4688294,1.1173444,5.3589727e-4,0.72255063,0.008144629,0.22474214,0.009906706,0.034120034,0.72255063,0.4688294,1.1173444,0.0344271,
33,1,16,"m0",1,0,1,1,1,1,1,1,1,1,1,4,0,3,5,3,0,1,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,360,12,1,0.9730631,0.026936872,1.0,1.0,0.53352916,0.9063609,1.332416,0.0013649662,0.53352916,0.016423829,0.4109407,0.010976911,0.02676446,0.53352916,0.9063609,1.332416,0.121986784,
33,1,17,"m0",0,0,1,1,1,2,2,1,1,1,2,4,0,3,6,3,0,1,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,384,12,1,0.9536709,0.04632908,1.0,1.0,0.26095316,1.9381372,1.4405026,0.0032497789,0.26095316,0.04050812,0.6291527,0.0100897085,0.05604649,0.26095316,1.9381372,1.4405026,0.24766448,
33,1,18,"m0",3,0,1,2,1,1,2,2,1,2,1,4,0,3,6,3,1,3,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,408,9,1,0.99648315,0.0035168722,0.99999994,0.99999994,0.8177838,0.29020867,0.93719804,3.2986328e-4,0.012093708,0.06960126,0.8177838,0.0028858609,0.09730557,0.8177838,0.29020867,0.93719804,0.87109554,
33,1,19,"m0",2,0,1,2,1,1,2,2,1,2,1,4,0,4,6,4,1,1,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,432,9,1,0.99063015,0.009369828,1.0,1.0,0.8612243,0.21553908,0.8400047,0.0051220777,0.8612243,0.0106324,0.015042584,0.05211348,0.055865146,0.8612243,0.21553908,0.8400047,4.892979,
33,1,20,"m0",1,0,1,2,1,1,4,2,1,2,1,4,0,4,6,5,1,1,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,456,15,1,0.80374396,0.19625612,1.0,1.0,0.63782513,0.6487671,1.6623889,0.020630809,0.63782513,0.1251798,0.06355958,0.13076128,0.022043362,0.63782513,0.6487671,1.6623889,0.2994959,
33,1,21,"m0",0,0,1,2,1,2,2,4,1,2,2,4,0,4,6,6,1,1,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,480,16,1,0.55878615,0.44121388,0.99999994,0.99999994,0.5989987,0.7393752,1.8252226,0.021818148,0.5989987,0.09103646,0.059406854,0.14284779,0.08589202,0.5989987,0.7393752,1.8252226,0.05990994,
33,1,22,"m0",0,0,1,1,2,2,2,1,2,1,4,4,0,4,6,6,0,2,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,504,16,1,0.3183873,0.68161273,1.0,1.0,0.092446566,3.4352365,1.9381377,0.051476195,0.5633397,0.092446566,0.15930586,0.0874989,0.045932785,0.092446566,3.4352365,1.9381377,0.11803458,
33,1,23,"m0",0,0,1,1,2,2,2,1,2,1,4,4,0,4,6,6,0,5,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,528,10,1,0.945492,0.054507952,1.0,0.99999994,0.511935,0.9659675,1.6108801,0.005389334,0.326532,0.014978169,0.011930825,0.12923466,0.511935,0.511935,0.9659675,1.6108801,1.2402067,
33,2,1,"m1",5,1,1,2,2,1,2,2,1,2,1,4,3,3,6,1,1,0,NA,0,0,1,0,0,1,0,0,0,40,69,96,4,NA,0,2,24,0,0,0,0.83296186,0.16703811,1.0,1.0,0.08556949,3.5467596,2.2234013,0.08556949,0.4602187,0.1325388,0.15053402,0.08556949,0.08556949,0.08556949,3.5467596,2.2234013,NA,
33,2,2,"m1",4,1,1,2,1,5,2,2,1,2,1,4,3,3,6,2,1,1,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,24,1,0,0.88865554,0.111344464,0.99999994,1.0,0.41761371,1.259759,1.7634354,0.0043704673,0.41761371,0.20192297,0.33463237,0.03771885,0.0037416748,0.41761371,1.259759,1.7634354,0.6652099,
33,2,3,"m1",3,1,1,2,1,1,2,2,5,2,1,4,3,3,6,3,1,1,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,48,2,0,0.97896904,0.021030938,1.0,1.0,0.6948855,0.52515286,1.4101852,1.14074246e-4,0.6948855,0.09440116,0.124080226,0.07699221,0.009526835,0.6948855,0.52515286,1.4101852,0.37278786,
33,2,4,"m1",0,1,0,2,2,1,1,1,1,2,5,4,3,3,6,3,2,3,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,72,3,1,0.8259469,0.17405309,1.0,1.0,0.12310228,3.0220706,1.4895521,5.916961e-4,0.67288834,0.120582834,0.12310228,0.06570827,0.017126529,0.12310228,3.0220706,1.4895521,0.009598346,
33,2,5,"m1",5,0,0,2,2,1,1,1,1,2,1,4,0,3,6,3,2,4,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,96,4,0,0.98849815,0.011501841,0.99999994,1.0,0.39692807,1.3330505,1.2714405,0.0015262587,0.55176526,0.003427053,0.0044752886,0.39692807,0.041878015,0.39692807,1.3330505,1.2714405,1.2073252,
33,2,6,"m1",3,0,1,2,1,1,2,2,1,2,1,4,0,3,6,3,1,2,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,120,5,0,0.847747,0.15225297,1.0,1.0,0.17452021,2.518534,2.0597732,0.04365187,0.41866758,0.17452021,0.2794594,0.04365187,0.040049158,0.17452021,2.518534,2.0597732,1.4330503,
33,2,7,"m1",2,0,1,2,1,1,4,2,1,2,1,4,0,4,6,4,1,1,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,144,6,0,0.99987334,1.2670002e-4,1.0,1.0,0.87604094,0.1909298,0.7120656,4.5815052e-4,0.87604094,0.020770209,0.0050239842,0.0139217395,0.083644755,0.87604094,0.1909298,0.7120656,2.0265548,
33,2,8,"m1",1,0,1,2,1,1,2,4,1,2,1,4,0,4,6,5,1,1,NA,0,0,1,0,0,-1,24,0,0,40,69,96,4,NA,0,2,24,168,7,1,0.95153344,0.048466604,1.0,1.0,0.5108947,0.9689021,1.6425445,0.0024868913,0.5108947,0.3515122,0.02927859,0.04424304,0.061584525,0.5108947,0.9689021,1.6425445,0.5966024,
33,2,9,"m1",0,0,1,1,1,2,2,1,1,1,4,4,0,4,6,5,0,2,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,192,8,1,0.9682943,0.03170567,1.0,1.0,0.6433388,0.6363494,1.4580445,0.0016907468,0.22708255,0.6433388,0.019162614,0.028365765,0.08035947,0.6433388,0.6363494,1.4580445,0.3151498,
33,2,10,"m1",0,0,1,1,1,2,2,1,1,1,4,4,0,4,6,5,0,5,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,216,7,1,0.9975329,0.0024670635,1.0,1.0,0.11250621,3.1519232,1.0050946,0.002372081,0.7981903,0.00684529,0.00560782,0.074478306,0.11250621,0.11250621,3.1519232,1.0050946,3.759462,
33,3,1,"m2",4,0,1,1,2,2,1,1,2,1,1,1,4,3,5,1,2,0,NA,0,0,1,0,0,1,0,0,0,40,69,96,4,NA,0,2,24,0,0,0,0.83154035,0.16845964,1.0,1.0,0.086012214,3.5393145,2.226915,0.086012214,0.45877314,0.13314742,0.15004285,0.086012214,0.086012214,0.086012214,3.5393145,2.226915,NA,
33,3,2,"m2",5,1,1,2,2,1,1,1,1,2,1,1,4,3,5,1,1,2,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,24,1,0,0.8906207,0.10937929,1.0,1.0,0.2046879,2.2885022,1.7565477,0.004314875,0.41674864,0.2046879,0.3354984,0.035046116,0.0037041546,0.2046879,2.2885022,1.7565477,0.6797969,
33,3,3,"m2",4,1,1,1,1,1,1,1,1,1,1,1,4,3,5,2,1,1,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,48,2,0,0.9541391,0.04586088,1.0,1.0,0.622029,0.68494624,1.6290538,6.353484e-4,0.622029,0.12971635,0.1489229,0.07691179,0.021784605,0.622029,0.68494624,1.6290538,0.24973208,
33,3,4,"m2",3,1,0,1,1,1,1,1,1,1,1,1,4,3,5,3,1,1,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,72,3,0,0.97947353,0.020526487,1.0,1.0,0.6909517,0.5333432,1.4654913,0.0023880266,0.6909517,0.11081537,0.072955765,0.10351945,0.019369664,0.6909517,0.5333432,1.4654913,0.057995062,
33,3,5,"m2",2,1,0,1,1,1,5,1,1,1,1,1,4,4,5,4,1,1,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,96,4,1,0.92613643,0.07386348,0.99999994,1.0,0.6749817,0.56707966,1.5249842,0.0044564363,0.6749817,0.09655689,0.06632672,0.13163152,0.026046718,0.6749817,0.56707966,1.5249842,0.009050181,
33,3,6,"m2",1,1,0,1,1,1,1,5,1,1,1,1,4,4,5,5,1,1,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,120,5,1,0.35519388,0.64480615,1.0,1.0,0.6883892,0.5387037,1.5603805,0.031208554,0.6883892,0.12698704,0.062197976,0.048057966,0.043159287,0.6883892,0.5387037,1.5603805,0.108691275,
33,3,7,"m2",0,1,0,1,1,1,1,1,1,1,5,1,4,4,5,5,0,2,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,144,6,1,0.13280742,0.8671926,1.0,1.0,0.09003453,3.4733777,1.5176946,0.060485326,0.71157056,0.09003453,0.055099025,0.04102806,0.041782554,0.09003453,3.4733777,1.5176946,0.02417473,
33,3,8,"m2",1,0,0,1,1,1,1,1,1,1,1,1,0,4,5,5,0,4,NA,0,0,1,0,0,-1,24,0,0,40,69,96,4,NA,0,2,24,168,7,1,0.76953,0.23047,1.0,1.0,0.21761471,2.200152,1.7777209,0.019854795,0.57218194,0.062290072,0.02778389,0.21761471,0.1002746,0.21761471,2.200152,1.7777209,0.27176598,
33,3,9,"m2",4,0,1,1,1,1,1,1,1,1,1,1,0,4,5,5,3,2,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,192,7,0,0.9992233,7.767197e-4,1.0,1.0,0.8262958,0.27526978,0.88562644,0.0065755537,0.1274842,0.8262958,0.025872048,0.0065755537,0.0065647815,0.8262958,0.27526978,0.88562644,2.5346496,
33,3,10,"m2",3,0,1,1,1,1,1,1,1,1,1,1,0,4,5,4,3,1,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,216,9,1,0.9986,0.0014000065,1.0,1.0,0.7993547,0.3230923,0.91274166,1.8007195e-4,0.7993547,0.1551028,0.0018917462,0.005776454,0.036747616,0.7993547,0.3230923,0.91274166,1.7732438,
33,3,11,"m2",2,0,1,1,1,1,1,1,1,1,1,1,0,3,5,3,3,1,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,240,9,1,0.9971875,0.00281253,1.0,1.0,0.7870084,0.34554905,0.8830506,1.9474205e-4,0.7870084,0.18822017,0.0026914242,0.0042087403,0.016787618,0.7870084,0.34554905,0.8830506,0.017836943,
33,3,12,"m2",1,0,1,1,1,1,1,1,1,1,1,1,0,3,5,2,3,1,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,264,9,1,0.99994,5.997555e-5,1.0,1.0,0.9274618,0.108640224,0.4840455,5.127663e-4,0.9274618,0.04775938,0.006434198,0.009228192,0.008577918,0.9274618,0.108640224,0.4840455,0.19379553,
33,3,13,"m2",4,0,1,1,1,1,1,1,1,1,1,1,0,3,5,2,2,2,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,288,10,1,0.999487,5.1302725e-4,1.0,0.99999994,0.09471379,3.4002817,0.626945,3.5612425e-4,0.88366044,0.09471379,0.004319987,0.0024903808,0.014307285,0.09471379,3.4002817,0.626945,0.032631695,
33,3,14,"m2",3,0,1,1,1,1,1,1,1,1,1,1,0,3,4,2,2,1,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,312,6,1,0.99996734,3.2618904e-5,1.0,1.0,0.9277234,0.10823335,0.48921087,0.0015041158,0.9277234,0.0043526064,0.0032343573,0.036397006,0.026768476,0.9277234,0.10823335,0.48921087,0.3373337,
33,3,15,"m2",2,0,1,1,1,1,1,1,1,1,1,1,0,1,3,2,2,1,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,336,11,1,0.86259514,0.1374048,1.0,1.0,0.7717799,0.37373865,1.2138813,0.00736415,0.7717799,0.019690737,0.095631205,0.071740955,0.033793084,0.7717799,0.37373865,1.2138813,0.17295653,
33,3,16,"m2",1,0,1,1,1,1,1,1,1,1,1,1,0,1,2,2,2,1,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,360,12,1,0.21318372,0.7868163,1.0,0.99999994,0.66851103,0.5809767,1.5349679,0.03326277,0.66851103,0.18355285,0.034606945,0.052091714,0.027974697,0.66851103,0.5809767,1.5349679,0.2630802,
33,3,17,"m2",0,0,1,1,1,2,2,1,1,1,4,1,0,1,1,2,2,1,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,384,13,1,0.10901674,0.8909833,1.0,1.0,0.6687666,0.58042526,1.4641433,0.033802304,0.6687666,0.21143632,0.024677385,0.038926527,0.022390805,0.6687666,0.58042526,1.4641433,0.009173205,
33,3,18,"m2",0,0,1,1,1,2,2,1,1,1,4,1,0,1,1,2,2,5,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,408,11,1,0.0690138,0.93098617,1.0,1.0,0.02185319,5.516012,1.441826,0.03308899,0.6672324,0.22120725,0.020024803,0.036593303,0.02185319,0.02185319,5.516012,1.441826,0.0011697365,
33,4,1,"m3",4,0,0,1,1,1,1,1,1,1,1,4,3,3,5,3,2,0,NA,0,0,1,0,0,1,0,0,0,40,69,96,4,NA,0,2,24,0,0,0,0.83240587,0.16759416,1.0,1.0,0.08585041,3.5420313,2.2248485,0.08585041,0.459749,0.13257381,0.15012595,0.08585041,0.08585041,0.08585041,3.5420313,2.2248485,NA,
33,4,2,"m3",3,0,1,1,1,1,1,1,1,1,1,4,3,3,5,3,1,2,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,24,1,0,0.8931618,0.10683816,1.0,1.0,0.20575249,2.281018,1.7491008,0.0042522126,0.42517102,0.20575249,0.3275278,0.033633143,0.0036632293,0.20575249,2.281018,1.7491008,0.6777824,
33,4,3,"m3",1,1,1,1,1,1,1,1,1,1,1,4,3,3,5,3,0,2,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,48,2,0,0.9492165,0.050783478,1.0,1.0,0.12614998,2.986788,1.6579359,6.182894e-4,0.6098491,0.12614998,0.15957914,0.0816178,0.022185562,0.12614998,2.986788,1.6579359,0.22300412,
33,4,4,"m3",0,1,1,1,1,4,2,1,1,1,2,4,3,3,6,3,0,1,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,72,3,1,0.8812283,0.118771695,1.0,1.0,0.45002794,1.1519135,1.5560116,0.0017722271,0.45002794,0.027409464,0.44417846,0.032200824,0.04441109,0.45002794,1.1519135,1.5560116,0.3958955,
33,4,5,"m3",1,1,0,1,4,2,1,1,2,1,1,4,3,3,6,3,3,2,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,96,4,0,0.979927,0.020073077,0.99999994,1.0,0.14035122,2.8328865,1.3986139,0.0014928353,0.7079124,0.14035122,0.07389159,0.02899222,0.047359675,0.14035122,2.8328865,1.3986139,0.7918747,
33,4,6,"m3",0,1,0,1,2,2,1,1,2,1,5,4,3,3,6,2,3,1,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,120,5,1,0.9018164,0.09818358,1.0,0.99999994,0.56875896,0.81411076,1.6345688,0.007277564,0.56875896,0.022331238,0.014497409,0.16019395,0.22694084,0.56875896,0.81411076,1.6345688,0.58737147,
33,4,7,"m3",1,0,0,1,2,2,1,1,2,1,1,4,0,3,6,2,3,4,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,144,5,1,0.87970144,0.12029858,1.0,1.0,0.05168254,4.274179,1.7299178,0.037871245,0.64058024,0.07715931,0.12980714,0.05168254,0.06289967,0.05168254,4.274179,1.7299178,0.4808702,
33,4,8,"m3",5,0,0,2,2,1,1,1,1,2,1,4,0,3,6,2,2,2,NA,0,0,1,0,0,-1,24,0,0,40,69,96,4,NA,0,2,24,168,5,0,0.93971014,0.060289808,1.0,1.0,0.45518735,1.1354676,1.6929489,0.009593202,0.19321893,0.45518735,0.32314193,0.009593202,0.009265326,0.45518735,1.1354676,1.6929489,1.1136763,
33,4,9,"m3",4,0,1,2,1,1,2,2,1,2,1,4,0,3,6,2,1,2,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,192,6,1,0.9977311,0.0022689085,1.0,1.0,0.20230669,2.3053842,0.91418093,1.2947102e-4,0.7722129,0.20230669,0.0014345194,0.0040849918,0.019831384,0.20230669,2.3053842,0.91418093,2.7330644,
33,4,10,"m3",3,0,1,2,1,1,4,2,1,2,1,4,0,3,6,3,1,1,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,216,3,1,1.0,7.8356885e-9,1.0,0.99999994,0.98414296,0.023060195,0.1299654,2.1891517e-5,0.98414296,4.3102397e-4,0.013705291,6.961503e-4,0.0010026073,0.98414296,0.023060195,0.1299654,1.6166917,
33,4,11,"m3",2,0,1,2,1,1,2,4,1,2,1,4,0,4,6,4,1,1,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,240,7,1,0.9734254,0.026574593,0.99999994,1.0,0.6948044,0.52532125,1.4165493,0.0015307579,0.6948044,0.15115388,0.0321236,0.03041866,0.089968696,0.6948044,0.52532125,1.4165493,0.46337807,
33,4,12,"m3",0,0,1,1,1,2,2,1,1,1,4,4,0,4,6,4,0,2,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,264,8,1,0.7983146,0.20168547,1.0,1.0,0.239331,2.0629208,2.035805,0.044559605,0.49129054,0.239331,0.081926875,0.06325757,0.07963434,0.239331,2.0629208,2.035805,0.18008254,
33,4,13,"m3",0,0,1,1,1,2,2,1,1,1,4,4,0,4,6,4,0,5,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,288,6,1,0.7033269,0.29667303,0.99999994,1.0,0.28207052,1.8258722,1.7578642,0.0124699045,0.5252712,0.050129082,0.018542165,0.11151716,0.28207052,0.28207052,1.8258722,1.7578642,0.5527967,
33,5,1,"m4",4,1,1,1,2,2,5,1,2,1,1,4,1,1,1,2,1,0,NA,0,0,1,0,0,1,0,0,0,40,69,96,4,NA,0,2,24,0,0,0,0.8321417,0.16785826,1.0,1.0,0.08590942,3.54104,2.2255251,0.08590942,0.45953864,0.13373005,0.14900306,0.08590942,0.08590942,0.08590942,3.54104,2.2255251,NA,
33,5,2,"m4",5,1,1,2,2,5,1,1,1,2,1,4,1,1,1,2,0,2,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,24,1,0,0.8996426,0.10035744,1.0,1.0,0.19428748,2.3637352,1.7301874,0.004086504,0.43327907,0.19428748,0.33289656,0.031898133,0.0035522191,0.19428748,2.3637352,1.7301874,0.6892547,
33,5,3,"m4",1,0,0,2,5,1,2,2,1,2,1,4,1,1,1,2,3,2,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,48,2,0,0.9492411,0.050758876,1.0,1.0,0.12191301,3.036076,1.6582165,6.4810127e-4,0.6104165,0.12191301,0.16262703,0.08104099,0.023354443,0.12191301,3.036076,1.6582165,0.21871927,
33,5,4,"m4",5,1,1,2,2,5,1,1,1,2,1,4,1,1,1,2,0,3,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,72,3,1,0.8800364,0.119963564,1.0,1.0,0.37615782,1.41059,1.566865,0.0018915703,0.5110398,0.02868148,0.37615782,0.034932397,0.047296934,0.37615782,1.41059,1.566865,0.2878701,
33,5,5,"m4",4,1,1,1,1,1,1,1,5,1,1,4,1,1,2,2,0,1,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,96,3,0,0.99996966,3.0309197e-5,1.0,1.0,0.9219904,0.11717637,0.5413632,4.3446105e-4,0.9219904,0.0060396167,0.028991012,0.023022605,0.019460639,0.9219904,0.11717637,0.5413632,1.1059345,
33,5,6,"m4",3,0,1,1,5,1,1,1,1,1,1,4,1,1,3,2,0,1,NA,0,0,1,0,0,0,24,0,0,40,69,96,4,NA,0,2,24,120,4,0,0.999923,7.698893e-5,1.0,1.0,0.9003458,0.15144888,0.6493118,9.2288386e-4,0.9003458,0.014488743,0.040660106,0.035180252,0.008303178,0.9003458,0.15144888,0.6493118,0.019184869,
